Age,Weight,Activity Level,Daily Routines,Water Intake (ml),User_ID,Wake_Time,Bedtime,Meal_1,Meal_2,Meal_3,Activity_Level,Weather_Condition
22,82.85,sedentary,Personal assume research series.,2651.2,e9dfa056-5900-4f8d-a633-40d1aa5e3d0d,06:49:29,22:49:29,Breakfast,Lunch,Dinner,Sedentary,Moderate
54,76.89,active,Whole area newspaper ever.,3383.16,7a92f149-9c7a-40f7-be86-ca207350e926,08:15:34,00:15:34,Breakfast,Lunch,Dinner,Moderate,Hot
49,78.38,sedentary,Design note everybody moment condition job.,2508.16,a114a665-b7a9-48a4-8b74-03d48abc8278,07:49:38,23:49:38,Breakfast,Lunch,Dinner,Active,Moderate
26,83.68,active,Image final resource both perhaps.,3681.92,bd70c6bd-1d2b-43b9-9271-3ed566b8e1cd,08:06:06,00:06:06,Breakfast,Lunch,Dinner,Active,Cold
58,83.55,active,List hand receive.,3425.55,b644fd67-463e-4cb6-93b2-7b4ff24ff39d,07:00:08,23:00:08,Breakfast,Lunch,Dinner,Moderate,Moderate
52,80.29,moderate,Someone reflect during help reflect.,2810.15,df22c0fd-b4f2-49d6-8991-f8cf47097378,06:04:47,22:04:47,Breakfast,Lunch,Dinner,Sedentary,Hot
36,71.45,moderate,Politics garden beautiful policy describe result like.,2643.65,3596c4c5-c969-4ec8-b385-1e744350c74e,06:01:08,22:01:08,Breakfast,Lunch,Dinner,Sedentary,Moderate
65,66.18,moderate,In any drop tax.,2448.6600000000003,57f617e8-215e-4ee4-b0f6-ab907a2f46e9,06:08:05,22:08:05,Breakfast,Lunch,Dinner,Sedentary,Hot
33,71.03,moderate,Media matter peace reflect.,2770.17,9be261e3-9467-4ae7-be69-cdc97da4189d,08:39:22,00:39:22,Breakfast,Lunch,Dinner,Active,Cold
20,64.66,moderate,Line force a ahead study involve.,2327.76,3e900f0a-7b73-486f-ac96-cf355a8aea8a,07:56:08,23:56:08,Breakfast,Lunch,Dinner,Active,Cold
37,50.48,active,White plant happy.,2069.68,848a19b8-896a-48c7-86b7-a618c30430d7,08:11:16,00:11:16,Breakfast,Lunch,Dinner,Active,Hot
41,67.21,active,Anything force benefit young natural reduce.,2957.24,42731118-f75c-4804-b20b-8a5bbbf72443,07:49:17,23:49:17,Breakfast,Lunch,Dinner,Sedentary,Moderate
50,73.58,sedentary,Impact deal Mrs discuss.,2280.98,887bc19d-4f2e-436c-b661-48b77401943f,06:40:16,22:40:16,Breakfast,Lunch,Dinner,Active,Cold
41,64.13,active,Likely family brother indeed.,2757.59,362bdae9-c58c-4421-93a5-8caaa4d8d2f3,07:42:26,23:42:26,Breakfast,Lunch,Dinner,Moderate,Moderate
69,68.07,active,Western bring assume hear test unit key.,2722.8,ab56ca7a-46a1-4fbe-bab3-3329f72c5bcc,07:02:41,23:02:41,Breakfast,Lunch,Dinner,Active,Moderate
28,68.46,moderate,War debate professor dark.,2533.02,9e355047-5d39-47c4-8c8a-3eee63bc02b4,08:09:05,00:09:05,Breakfast,Lunch,Dinner,Active,Hot
66,83.57,active,Former but where see out ago.,3342.8,3a221983-a5f7-4df7-9cf1-88d8b5661f3c,07:01:11,23:01:11,Breakfast,Lunch,Dinner,Sedentary,Cold
25,66.41,moderate,Next manage culture home physical.,2457.17,6bd1f54c-bfea-4a50-8472-ed2848e728e3,08:05:45,00:05:45,Breakfast,Lunch,Dinner,Active,Cold
53,83.57,sedentary,Face beautiful fire huge.,2757.81,d9b47cab-555c-4cb5-8eef-cc5c075f7b74,06:54:11,22:54:11,Breakfast,Lunch,Dinner,Moderate,Cold
55,42.88,sedentary,Prevent fight effort soon.,1329.28,c6b746f7-2d36-4df9-a97b-0d2aaada5152,08:57:58,00:57:58,Breakfast,Lunch,Dinner,Sedentary,Hot
57,83.48,active,Together kind woman magazine.,3673.12,e0a13e96-c94a-45f4-80df-bc830d0baa75,07:04:37,23:04:37,Breakfast,Lunch,Dinner,Sedentary,Moderate
37,82.97,sedentary,Month south that local shake town report seek.,2738.01,35075227-397e-4947-a660-e852b715f28c,07:03:23,23:03:23,Breakfast,Lunch,Dinner,Moderate,Cold
52,79.02,active,Security thousand such light south.,3160.8,6275dc4a-f6c5-4116-b07d-9fdf93b48e4f,06:00:34,22:00:34,Breakfast,Lunch,Dinner,Sedentary,Cold
65,49.88,sedentary,Ever know true interesting language sound.,1695.92,34d5a427-8fb6-4122-a9dc-b9f803063b6c,06:45:24,22:45:24,Breakfast,Lunch,Dinner,Active,Moderate
42,80.19,moderate,Mr never concern memory professional fast.,2886.84,e4a990d6-4fc5-4211-933b-393190ff7461,07:35:00,23:35:00,Breakfast,Lunch,Dinner,Moderate,Cold
52,69.5,moderate,Do great if.,2641.0,83ef47d4-b24b-486e-98e0-31ad85a0ccdf,06:18:01,22:18:01,Breakfast,Lunch,Dinner,Moderate,Cold
42,44.71,moderate,East night other.,1743.69,df6fb17c-a56f-41e3-babe-8e12f0eca7d6,08:13:10,00:13:10,Breakfast,Lunch,Dinner,Active,Cold
46,82.98,moderate,Close second heart drop maintain.,3153.24,e639e0c8-801e-4a63-b3ee-62e33f711ef8,07:42:04,23:42:04,Breakfast,Lunch,Dinner,Active,Hot
35,84.44,active,Want role size our make.,3630.92,76481a7f-ce2d-4d36-8c65-f91f828fdfbf,06:24:33,22:24:33,Breakfast,Lunch,Dinner,Moderate,Cold
63,50.95,sedentary,Store night wish such direction.,1579.45,23bd0116-283e-4818-8234-b910849bf345,07:34:55,23:34:55,Breakfast,Lunch,Dinner,Sedentary,Hot
35,71.75,active,Voice work however image.,3013.5,66f171eb-3ef9-41b7-8711-c0f56d984991,06:14:08,22:14:08,Breakfast,Lunch,Dinner,Active,Cold
19,83.89,moderate,Power social knowledge recognize.,3271.71,92b9c933-da0b-4191-b56d-a5788b30b628,08:35:21,00:35:21,Breakfast,Lunch,Dinner,Sedentary,Moderate
52,82.3,active,My story live realize.,3374.3,915a595e-fe28-4eb5-848d-baf6410d0560,07:40:55,23:40:55,Breakfast,Lunch,Dinner,Sedentary,Hot
33,78.36,sedentary,Now fact here so as leg some.,2585.88,168d968b-9f59-4358-901e-7615d4e56532,07:24:06,23:24:06,Breakfast,Lunch,Dinner,Moderate,Hot
58,43.53,active,Effort travel small medical.,1784.73,e0be243c-0844-462a-b847-fa40147f1a00,08:20:00,00:20:00,Breakfast,Lunch,Dinner,Active,Hot
53,77.3,sedentary,Manage idea prepare another.,2473.6,59b7f544-3275-4e6a-b189-8ada59893a36,08:40:46,00:40:46,Breakfast,Lunch,Dinner,Moderate,Cold
50,67.82,active,Let four exist movement remain approach money.,2984.08,37dc7b70-aa4f-482d-aeb2-9ec634023d2b,08:08:34,00:08:34,Breakfast,Lunch,Dinner,Sedentary,Moderate
21,79.96,sedentary,Unit power writer stuff store.,2558.72,1113bbcf-44bb-4084-b1d2-63e4cd616b24,07:43:07,23:43:07,Breakfast,Lunch,Dinner,Moderate,Moderate
50,72.56,sedentary,Risk item theory he federal tend once visit.,2176.8,562da8fb-7abe-4f86-8069-36f77e62c22b,07:51:05,23:51:05,Breakfast,Lunch,Dinner,Active,Cold
31,69.8,moderate,Improve want let reason available care.,2722.2,34bbc2aa-e914-4f35-afcb-910c76e76430,08:31:12,00:31:12,Breakfast,Lunch,Dinner,Sedentary,Moderate
38,76.41,sedentary,Inside girl good north question because power.,2445.12,50ec083a-2aad-4cff-9e4f-668361a2f218,06:16:38,22:16:38,Breakfast,Lunch,Dinner,Active,Hot
65,68.28,moderate,Produce wind rest subject.,2594.64,7079d0a9-5b78-4731-9b42-46e1b8dd8653,08:06:00,00:06:00,Breakfast,Lunch,Dinner,Sedentary,Cold
37,69.76,moderate,Show resource past director hard.,2720.6400000000003,c438cbdf-c753-4ead-b43e-7f62ccb99768,08:46:56,00:46:56,Breakfast,Lunch,Dinner,Active,Hot
25,64.45,moderate,Could newspaper item pull order sit.,2513.55,d38a0ec2-fd0f-42c1-a9bb-06c45482d050,08:46:48,00:46:48,Breakfast,Lunch,Dinner,Sedentary,Cold
24,53.95,active,Song style message whether instead want just performance.,2211.9500000000003,aaf1c517-dda3-42a9-ad04-134043b17aca,07:04:11,23:04:11,Breakfast,Lunch,Dinner,Sedentary,Moderate
20,75.68,active,Enjoy bit enough go realize leader our.,3254.24,a680f25b-69e6-4276-806c-905b26741d1b,06:58:10,22:58:10,Breakfast,Lunch,Dinner,Moderate,Moderate
34,61.94,active,Lead friend economic record.,2477.6,10b64322-e704-4fac-8410-4861ab0cd8a9,06:20:04,22:20:04,Breakfast,Lunch,Dinner,Active,Cold
50,67.99,active,Who eye Congress other wind whole.,2855.58,caf61aa1-ab6c-436e-b184-7e96ce3dc9c5,08:34:23,00:34:23,Breakfast,Lunch,Dinner,Active,Cold
65,72.87,sedentary,Growth choose memory camera.,2258.9700000000003,58198a79-467e-4a36-a230-c9bcfc16f142,06:53:08,22:53:08,Breakfast,Lunch,Dinner,Moderate,Hot
29,49.15,sedentary,And sit hand positive cut not card sure.,1572.8,97c61c44-14c7-4488-a8cd-b728a03f7c53,07:34:35,23:34:35,Breakfast,Lunch,Dinner,Moderate,Moderate
68,51.39,active,Interest seven article international responsibility.,2055.6,ad0bf0c9-f389-4a8d-a360-02c7fd2b0e78,07:27:58,23:27:58,Breakfast,Lunch,Dinner,Moderate,Cold
39,67.0,sedentary,Book operation mention between brother question.,2010.0,b051a6f5-9721-4923-96c1-e891ab989b3e,07:28:07,23:28:07,Breakfast,Lunch,Dinner,Moderate,Cold
39,74.55,sedentary,Newspaper sport must medical stand.,2534.7,094c8c02-41cc-43d9-bd0e-37d002086624,06:37:53,22:37:53,Breakfast,Lunch,Dinner,Moderate,Cold
63,77.44,moderate,Community cut speech risk indeed already.,2710.4,b49bbedc-fed9-4801-9e75-d72ea8b4bd77,08:07:48,00:07:48,Breakfast,Lunch,Dinner,Sedentary,Cold
47,54.09,moderate,Simple guy general value name result.,2001.33,72ee591d-d3cd-4032-be63-653da688f414,06:28:43,22:28:43,Breakfast,Lunch,Dinner,Sedentary,Hot
55,76.37,moderate,Home teach there pretty who you remember understand.,2902.0600000000004,2f39fb75-6030-4304-9f0c-b11595027031,08:54:02,00:54:02,Breakfast,Lunch,Dinner,Sedentary,Hot
55,67.55,moderate,Federal assume huge plan south to.,2566.9,7f980d49-7a49-4008-9fa9-8bad2a206368,07:11:11,23:11:11,Breakfast,Lunch,Dinner,Active,Hot
62,61.17,sedentary,Most because carry door become.,2079.78,d7a97fc6-a74a-46fc-9ff7-d3080579e966,08:24:03,00:24:03,Breakfast,Lunch,Dinner,Sedentary,Hot
68,63.51,active,Produce partner right.,2667.42,9fa78aba-e13d-469c-a5b3-2767a34da597,08:25:25,00:25:25,Breakfast,Lunch,Dinner,Active,Moderate
25,78.02,sedentary,Recent smile tree into series interview stop.,2496.64,85890574-23dd-4bbc-92a8-7687925d9a49,08:07:37,00:07:37,Breakfast,Lunch,Dinner,Sedentary,Cold
44,72.74,sedentary,Figure lot turn past trade.,2182.2,e1b0f594-5ed2-4ced-913f-84c579cc5558,07:33:17,23:33:17,Breakfast,Lunch,Dinner,Active,Moderate
44,70.5,sedentary,Sound run build treat practice heavy.,2256.0,7d5eeef8-dfb2-4763-ac4d-20532efac65c,06:38:09,22:38:09,Breakfast,Lunch,Dinner,Active,Hot
51,72.43,moderate,Strategy factor own like somebody current chance.,2607.4800000000005,ed2ab31e-1a2e-4c26-bd13-0dadf9160233,08:21:38,00:21:38,Breakfast,Lunch,Dinner,Active,Hot
38,79.28,moderate,Thank home offer name economy.,2774.8,09087532-8fd0-42aa-b720-4012bb1f95ef,07:18:04,23:18:04,Breakfast,Lunch,Dinner,Moderate,Cold
47,69.03,moderate,Reveal production experience scene follow.,2485.08,0d925c16-605e-4713-9c9e-0ada273fc786,06:38:15,22:38:15,Breakfast,Lunch,Dinner,Active,Cold
50,70.54,active,Your view big.,3103.76,23f62c97-677d-4ea7-b935-23280c1fd1e9,08:36:02,00:36:02,Breakfast,Lunch,Dinner,Active,Hot
45,81.38,sedentary,Trial low half surface up.,2685.54,18501b87-dce7-4d24-a911-8780c64194f7,08:14:25,00:14:25,Breakfast,Lunch,Dinner,Moderate,Moderate
64,66.68,active,Plant not well three hotel history hospital.,2933.92,cd2b42f0-9174-403c-82bb-60ef91c4ff20,08:49:57,00:49:57,Breakfast,Lunch,Dinner,Moderate,Hot
50,76.18,moderate,Tell much old respond.,2894.84,cf45db05-8b75-4bcc-b74f-b96e3ced2feb,06:39:33,22:39:33,Breakfast,Lunch,Dinner,Sedentary,Cold
22,64.96,active,Look reduce much determine.,2858.24,86800308-832c-4992-9019-15db57218d49,07:08:16,23:08:16,Breakfast,Lunch,Dinner,Sedentary,Moderate
65,65.84,sedentary,General weight international cup.,2106.88,e4ea5f87-8a6c-4ada-a1c1-b13089740044,08:40:33,00:40:33,Breakfast,Lunch,Dinner,Active,Cold
36,68.96,sedentary,Key news trip production environment cut western.,2137.76,c04f309c-eca7-4c54-bb26-196a82a6bf69,07:55:28,23:55:28,Breakfast,Lunch,Dinner,Active,Moderate
21,75.15,moderate,And race six magazine believe himself.,2855.7000000000003,56bf9d42-5ac8-4e37-a489-27515a928fbc,08:53:23,00:53:23,Breakfast,Lunch,Dinner,Active,Moderate
52,81.94,moderate,Plant point level word card you listen within.,2867.9,0c806eed-b71e-4b6b-9464-7e4be1a2a9c4,07:04:19,23:04:19,Breakfast,Lunch,Dinner,Sedentary,Hot
66,70.97,active,Majority five home receive such.,2909.77,5f795536-0b42-4548-a3ea-3df4aa346d15,07:35:51,23:35:51,Breakfast,Lunch,Dinner,Active,Moderate
34,55.0,moderate,Couple live green ever hair relate task us.,1925.0,01d6467b-3314-45c5-94e1-d818f9f2ffd7,06:48:19,22:48:19,Breakfast,Lunch,Dinner,Sedentary,Moderate
61,76.31,moderate,Along social feel far benefit statement friend.,2747.16,bc4d3602-c915-44c2-bac2-3ed3caf97536,07:44:17,23:44:17,Breakfast,Lunch,Dinner,Moderate,Moderate
45,94.54,sedentary,On environment rock also follow can prove hit.,2930.74,7a9f6965-2608-46bf-ad78-206c8bf64907,07:25:09,23:25:09,Breakfast,Lunch,Dinner,Active,Cold
47,71.09,moderate,Anything interesting interview.,2772.51,8544be46-daf0-47eb-89f9-7b6b27077be8,06:49:28,22:49:28,Breakfast,Lunch,Dinner,Active,Cold
46,52.91,moderate,Meeting include natural spend oil appear.,2010.58,8faab090-ca15-4a02-819c-ca873c2e86b0,06:28:49,22:28:49,Breakfast,Lunch,Dinner,Sedentary,Cold
63,71.7,sedentary,Yet miss develop possible today.,2366.1,0aedd557-b769-4d67-a85f-94e71ceeafac,07:43:30,23:43:30,Breakfast,Lunch,Dinner,Moderate,Cold
70,69.97,sedentary,Dog including idea of fall.,2169.07,152d1009-c1c0-4c0d-9b30-c58bc41d9f04,08:50:08,00:50:08,Breakfast,Lunch,Dinner,Moderate,Moderate
23,69.13,active,When official hundred black beat whatever.,2903.46,a0992bb8-fc80-42b7-96f5-d6d97357bdda,07:35:59,23:35:59,Breakfast,Lunch,Dinner,Moderate,Cold
52,79.45,moderate,News level ball health interesting.,2939.65,a2e71fc4-5d3e-49c1-9603-35cd5cc49598,06:34:47,22:34:47,Breakfast,Lunch,Dinner,Active,Moderate
58,83.78,sedentary,Summer center experience cause wear yet soon then.,2513.4,3cb7f0c6-5d17-4933-a6d7-14d4350b5a39,06:53:05,22:53:05,Breakfast,Lunch,Dinner,Active,Cold
54,76.84,active,Amount value third purpose minute democratic above up.,3073.6000000000004,4a8fa150-4d52-4020-b8d6-4f7db0b6e364,08:42:02,00:42:02,Breakfast,Lunch,Dinner,Moderate,Moderate
41,68.67,active,Speak answer staff.,3021.48,901753fe-b3d6-4486-95b4-287a9e308037,07:07:52,23:07:52,Breakfast,Lunch,Dinner,Moderate,Hot
46,81.26,moderate,Six face billion energy white once.,2925.36,69e46e16-7852-430a-8c39-c52d351a6834,06:49:08,22:49:08,Breakfast,Lunch,Dinner,Active,Cold
66,55.06,moderate,Under difference believe cause.,1927.1,937a7e68-0e6a-4e92-b48a-3275e15b7230,08:03:44,00:03:44,Breakfast,Lunch,Dinner,Moderate,Moderate
63,62.84,active,Product pull lay actually.,2513.6000000000004,88ab6b75-e45d-4979-802e-e663b0ccf2d0,08:26:04,00:26:04,Breakfast,Lunch,Dinner,Moderate,Cold
70,63.95,sedentary,Deep forget cup glass in.,1982.45,3987759c-8250-478d-9c40-e84c3515a0ba,08:18:45,00:18:45,Breakfast,Lunch,Dinner,Active,Cold
48,69.69,active,Mother continue enough soldier quality.,3066.36,51f4d92a-0de7-4a92-bb38-dd39e363761d,08:34:55,00:34:55,Breakfast,Lunch,Dinner,Sedentary,Moderate
52,75.07,moderate,Station personal wind city.,2627.45,d91275d8-4a0f-4e26-8c4a-4b94a93d39ba,07:56:20,23:56:20,Breakfast,Lunch,Dinner,Active,Hot
50,67.99,sedentary,Imagine sign realize majority.,2311.66,ec394933-7348-4b80-a2a2-68f98c6fa042,06:43:55,22:43:55,Breakfast,Lunch,Dinner,Sedentary,Moderate
69,60.94,sedentary,Its own expect table keep.,2011.02,31b062e8-ca7f-447c-97bb-a123cdbf1229,06:45:27,22:45:27,Breakfast,Lunch,Dinner,Sedentary,Moderate
38,79.75,active,When under grow sport art heart.,3509.0,2158c167-c27f-452c-a796-071f004a05e8,07:33:46,23:33:46,Breakfast,Lunch,Dinner,Moderate,Cold
49,67.65,moderate,Body indicate call behind give paper.,2503.05,c8c8fe90-cd2e-4b72-aa4a-eaefaf8adb0a,06:35:04,22:35:04,Breakfast,Lunch,Dinner,Moderate,Moderate
40,71.02,active,When simple make short.,2982.84,1e33b889-822c-489d-bac8-ba4d05617d73,07:24:45,23:24:45,Breakfast,Lunch,Dinner,Sedentary,Cold
50,75.51,active,Test once country full special international central force.,3322.44,33f1d9a9-a744-4d75-a62f-b14b0c3b905d,08:37:53,00:37:53,Breakfast,Lunch,Dinner,Active,Moderate
20,70.39,active,Support approach cut reflect soon whom.,2956.38,05ca326b-c3f0-4762-87cd-71efeee32189,07:42:12,23:42:12,Breakfast,Lunch,Dinner,Moderate,Hot
35,70.43,sedentary,Law half continue minute between guy.,2324.19,5bc187df-5c3c-4037-ade2-b1fbabb4707b,06:03:01,22:03:01,Breakfast,Lunch,Dinner,Sedentary,Cold
42,80.3,sedentary,Maintain fund already.,2489.3,1d001583-ecfb-446a-bbb7-faabd13614f4,07:36:32,23:36:32,Breakfast,Lunch,Dinner,Sedentary,Cold
59,71.51,moderate,Candidate society list administration simple ten coach account.,2645.8700000000003,faae2efb-a03f-4200-814a-20b1a9509589,07:34:58,23:34:58,Breakfast,Lunch,Dinner,Active,Moderate
48,78.63,moderate,Little difficult behavior benefit.,2909.31,d375c4a7-3739-407e-b990-a7db9eda354a,08:59:00,00:59:00,Breakfast,Lunch,Dinner,Moderate,Moderate
20,75.45,active,Give power simply factor success.,3319.8,67303906-efb5-4efa-beea-eb3467d01eff,06:06:51,22:06:51,Breakfast,Lunch,Dinner,Active,Hot
57,90.17,active,Hospital recent never level seem little story.,3877.31,371398f5-fe3f-4b43-b733-368856e2a8b0,06:18:52,22:18:52,Breakfast,Lunch,Dinner,Sedentary,Moderate
63,74.09,active,Manager four arm establish hand.,3037.69,44dcc2bf-8d5e-4bf0-a9cc-62e9efbeffc0,08:39:55,00:39:55,Breakfast,Lunch,Dinner,Moderate,Moderate
41,76.38,moderate,Practice help nice hour star.,2978.82,fc9e7854-0718-460a-9ce2-362cc287512e,07:36:28,23:36:28,Breakfast,Lunch,Dinner,Active,Moderate
67,81.02,sedentary,Pick nation star catch.,2754.68,91647394-d7e1-478e-9077-84e57902e2ae,08:49:09,00:49:09,Breakfast,Lunch,Dinner,Active,Moderate
49,70.64,sedentary,His toward including first.,2331.12,77f200d1-0f11-4a24-a06c-688775e7bf04,08:01:00,00:01:00,Breakfast,Lunch,Dinner,Active,Cold
64,63.62,active,Simply interview design concern.,2608.42,1110daba-2b80-4404-ae3b-e1efa174775e,06:52:15,22:52:15,Breakfast,Lunch,Dinner,Active,Cold
39,65.26,active,Special I key heart top drive.,2806.1800000000003,c08317e5-cb5d-4e59-aa20-dee7d22a23d7,08:22:00,00:22:00,Breakfast,Lunch,Dinner,Sedentary,Hot
40,65.35,active,Must new see conference pass much often.,2679.35,4f2952f0-6b92-417b-99b5-a0504f3c7a8e,07:30:13,23:30:13,Breakfast,Lunch,Dinner,Moderate,Hot
19,60.5,active,School evening apply head girl majority whom.,2601.5,a9a61b57-60f4-4506-8096-88cf428fc66e,07:06:04,23:06:04,Breakfast,Lunch,Dinner,Sedentary,Moderate
44,73.18,moderate,Night speech enter reduce send watch.,2854.0200000000004,30b35bfd-031a-4132-82cf-e4de84d0051d,07:17:50,23:17:50,Breakfast,Lunch,Dinner,Active,Cold
59,63.7,sedentary,Last leg class loss.,2165.8,d564952e-f111-42ce-8504-9c0e9cab6756,07:43:22,23:43:22,Breakfast,Lunch,Dinner,Moderate,Moderate
19,71.95,active,Public worry break yeah community us six.,2878.0,3d4dc819-1d4d-4bf6-a27f-78e1e5dd36d3,06:29:35,22:29:35,Breakfast,Lunch,Dinner,Sedentary,Hot
43,68.41,moderate,Education until which color.,2531.17,1eb59045-d1db-4b20-806a-3133ecdd96b6,07:03:43,23:03:43,Breakfast,Lunch,Dinner,Sedentary,Moderate
34,69.58,active,Score body huge whatever deep people education.,2991.94,4a7354af-7375-497b-baf3-795076a617b8,06:03:15,22:03:15,Breakfast,Lunch,Dinner,Moderate,Moderate
57,75.56,active,It realize reveal from.,3022.4,0b5558ac-14dd-43a8-bd36-3a760d204c7e,07:40:13,23:40:13,Breakfast,Lunch,Dinner,Moderate,Hot
50,64.58,sedentary,Person build under charge time despite training.,2066.56,a6dc9bba-e889-4438-900b-2d0930e16d07,08:55:02,00:55:02,Breakfast,Lunch,Dinner,Active,Moderate
26,76.39,active,Occur party determine.,3284.77,8fc29f1e-fce7-4e6b-a23e-4a936a3ff547,08:59:10,00:59:10,Breakfast,Lunch,Dinner,Active,Moderate
60,85.67,sedentary,Federal over issue mean worry Republican poor.,2655.77,3111c2ec-a7ad-45a0-9338-c8adf906078c,06:35:59,22:35:59,Breakfast,Lunch,Dinner,Moderate,Moderate
65,73.43,sedentary,Check lay draw that possible control audience.,2349.76,b4086182-5307-4d34-b331-8ed708db8258,08:18:10,00:18:10,Breakfast,Lunch,Dinner,Sedentary,Cold
56,62.18,sedentary,Son kind cell explain team with.,2114.12,477b33db-b6dc-4676-9852-31b92fbfc43f,07:20:12,23:20:12,Breakfast,Lunch,Dinner,Moderate,Moderate
46,63.85,moderate,Food woman benefit pick decade.,2234.75,4e926e3b-d025-4488-aa20-fa2c5cb1319a,06:31:49,22:31:49,Breakfast,Lunch,Dinner,Moderate,Cold
59,67.52,moderate,Almost letter dream chair.,2498.24,f58cac59-506a-4e94-a50c-51bd4800b064,08:56:20,00:56:20,Breakfast,Lunch,Dinner,Sedentary,Cold
43,64.05,sedentary,Prevent last guess cost campaign find painting.,2049.6,90d985b6-2950-4158-b735-76b68d1b5aae,06:10:07,22:10:07,Breakfast,Lunch,Dinner,Active,Moderate
52,60.09,active,Or then impact technology war hospital.,2643.96,774807cd-2168-49b1-a117-f26906f35795,08:49:18,00:49:18,Breakfast,Lunch,Dinner,Active,Hot
67,71.54,sedentary,For so project rich person dinner.,2360.82,959bc3d2-7ab2-465c-9bda-1089ed96d71f,07:00:38,23:00:38,Breakfast,Lunch,Dinner,Active,Moderate
42,67.79,active,Left camera option interview above expert.,2779.3900000000003,966748ff-7ec9-411a-b72d-44c082ee465b,06:03:20,22:03:20,Breakfast,Lunch,Dinner,Sedentary,Moderate
41,71.9,sedentary,Model to claim education production.,2444.6000000000004,e9d17207-cd74-4f51-8829-8007192ed69a,06:38:50,22:38:50,Breakfast,Lunch,Dinner,Sedentary,Cold
30,81.86,active,Fall system team west plant message prevent beautiful.,3356.26,a71ea765-dad3-412d-958e-1f778bdaa9dd,06:16:12,22:16:12,Breakfast,Lunch,Dinner,Active,Moderate
24,67.64,moderate,Maintain piece say movement.,2570.32,d4c0d0a1-edbd-4f10-8496-d525869fac8d,06:14:35,22:14:35,Breakfast,Lunch,Dinner,Sedentary,Hot
53,58.15,active,About development difficult movie.,2442.3,3b291f3a-3db7-4e4f-aa7d-53ada92d830a,07:15:07,23:15:07,Breakfast,Lunch,Dinner,Active,Cold
62,66.01,sedentary,Last girl position usually debate.,2046.31,94b0626e-a2fd-4fd4-a3fd-3e010524f363,06:17:01,22:17:01,Breakfast,Lunch,Dinner,Active,Cold
37,77.7,moderate,Reality about choose very toward.,2719.5,3925a56e-09cc-4960-9360-28f6f92c4c4f,08:05:03,00:05:03,Breakfast,Lunch,Dinner,Active,Moderate
18,76.77,active,Address mission old turn always technology data.,3070.8,9a21996b-d770-4113-8787-15d893e384d8,07:12:25,23:12:25,Breakfast,Lunch,Dinner,Sedentary,Hot
25,75.19,active,Change provide bank kind drug heart wind quite.,3308.36,465e7eda-84a6-416a-9847-20e88426e835,06:56:40,22:56:40,Breakfast,Lunch,Dinner,Sedentary,Cold
63,63.75,active,Today lay manager yourself blue far memory though.,2741.25,820cc58b-0957-4e57-ae0a-98036be9ee9e,06:19:19,22:19:19,Breakfast,Lunch,Dinner,Active,Cold
33,77.52,active,Carry tax effort painting.,3410.88,cdd98b14-d526-42c1-bbd8-4450d9b2cd79,08:25:25,00:25:25,Breakfast,Lunch,Dinner,Moderate,Cold
31,79.77,active,Glass office society similar girl choose reveal.,3509.88,12775860-b581-47dc-95ea-509688a17560,06:19:39,22:19:39,Breakfast,Lunch,Dinner,Active,Cold
29,63.05,moderate,Enter score evening instead anything college husband.,2458.95,3a475916-6faf-4f77-9e94-94624d2d30c7,06:54:37,22:54:37,Breakfast,Lunch,Dinner,Active,Moderate
68,69.58,moderate,Project sell buy statement include something old.,2435.3,cbdc95be-d891-4f71-8f17-dfdb0570b58c,08:41:18,00:41:18,Breakfast,Lunch,Dinner,Active,Moderate
40,90.2,moderate,Itself out dinner hair question.,3157.0,e27fd04b-10d4-48b9-a3a1-8f1a2193f9a3,06:11:37,22:11:37,Breakfast,Lunch,Dinner,Active,Hot
32,62.6,moderate,North owner cold.,2441.4,57d82985-83ea-4422-9baa-ee3802d6bd72,06:30:41,22:30:41,Breakfast,Lunch,Dinner,Active,Cold
45,52.95,sedentary,Air land system short lot upon lay.,1588.5,c1d7a89d-79ce-4134-90ef-9d071911e48c,06:21:12,22:21:12,Breakfast,Lunch,Dinner,Moderate,Cold
51,83.83,moderate,Among threat soon travel.,3185.54,eb281cb4-6ab5-481a-aa00-c1a6f1686a34,07:44:35,23:44:35,Breakfast,Lunch,Dinner,Active,Hot
19,81.37,active,Challenge street grow.,3580.28,fe39ce14-a447-4eef-89e9-f29f0b079985,08:17:26,00:17:26,Breakfast,Lunch,Dinner,Active,Moderate
49,65.43,active,Mr story you board doctor activity.,2617.2000000000003,718d9557-d062-4e8f-941f-593629ebcce5,06:42:33,22:42:33,Breakfast,Lunch,Dinner,Sedentary,Cold
40,68.87,moderate,Strong image they find election.,2479.32,582c2fe9-2c0f-4116-8a07-ae03f2882ff5,06:08:24,22:08:24,Breakfast,Lunch,Dinner,Sedentary,Moderate
39,57.75,active,Home purpose police travel.,2541.0,ab1409c0-5721-43dc-84e3-ffaf468d00f6,07:09:16,23:09:16,Breakfast,Lunch,Dinner,Sedentary,Cold
68,70.89,moderate,Production similar early.,2764.71,b1a9333b-96b2-47d9-b299-e5e4485dad97,06:00:20,22:00:20,Breakfast,Lunch,Dinner,Active,Moderate
42,81.66,active,Political war both leg hour worker politics.,3511.38,70600deb-c9b6-4f4c-bc82-50b9b225f739,06:26:14,22:26:14,Breakfast,Lunch,Dinner,Moderate,Hot
